sample_id,image_id,image_path,axis_code,axis_en,axis_zh,condition,target_anomaly_en,target_anomaly_zh,source_generation_prompt_en,evaluation_prompt_en,evaluation_prompt_zh,permission_gold,hallucination_gold,is_control,include_in_main,final_permission,final_hallucination,gold_source,final_label_available,exclude_reason,adjudicator_rationale
H2_P,H2,image/H2.png,A8,Artistic Deformation,艺术性形变/融化时钟,permitted,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.",A surreal dream scene with soft melting clocks. The deformed clocks intentionally symbolize distorted time.,超现实梦境场景，包含柔软融化的时钟。变形时钟被有意用来象征扭曲的时间。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
H2_A,H2,image/H2.png,A8,Artistic Deformation,艺术性形变/融化时钟,ambiguous,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.",An artistic scene about time and memory with deformed clock-like objects in a dreamlike setting.,关于时间与记忆的艺术场景，梦境环境中有变形的类时钟物体。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
H3_V,H3,image/H3.png,A8,Artistic Deformation,艺术性形变/融化时钟,violating,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.","A realistic still-life or public scene with solid functional clocks. The clocks should be intact, rigid, and not deformed.",真实静物或公共场景，包含坚固且功能正常的时钟。时钟应完整、坚硬，不能变形。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
H3_P,H3,image/H3.png,A8,Artistic Deformation,艺术性形变/融化时钟,permitted,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.",A surreal dream scene with soft melting clocks. The deformed clocks intentionally symbolize distorted time.,超现实梦境场景，包含柔软融化的时钟。变形时钟被有意用来象征扭曲的时间。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
H3_A,H3,image/H3.png,A8,Artistic Deformation,艺术性形变/融化时钟,ambiguous,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.",An artistic scene about time and memory with deformed clock-like objects in a dreamlike setting.,关于时间与记忆的艺术场景，梦境环境中有变形的类时钟物体。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
H4_V,H4,image/H4.png,A8,Artistic Deformation,艺术性形变/融化时钟,violating,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.","A realistic still-life or public scene with solid functional clocks. The clocks should be intact, rigid, and not deformed.",真实静物或公共场景，包含坚固且功能正常的时钟。时钟应完整、坚硬，不能变形。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
H4_P,H4,image/H4.png,A8,Artistic Deformation,艺术性形变/融化时钟,permitted,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.",A surreal dream scene with soft melting clocks. The deformed clocks intentionally symbolize distorted time.,超现实梦境场景，包含柔软融化的时钟。变形时钟被有意用来象征扭曲的时间。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
H4_A,H4,image/H4.png,A8,Artistic Deformation,艺术性形变/融化时钟,ambiguous,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.",An artistic scene about time and memory with deformed clock-like objects in a dreamlike setting.,关于时间与记忆的艺术场景，梦境环境中有变形的类时钟物体。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
H5_V,H5,image/H5.png,A8,Artistic Deformation,艺术性形变/融化时钟,violating,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.","A realistic still-life or public scene with solid functional clocks. The clocks should be intact, rigid, and not deformed.",真实静物或公共场景，包含坚固且功能正常的时钟。时钟应完整、坚硬，不能变形。,prompt_violating,yes,False,True,prompt_violating,yes,metadata_stable,True,,
H5_P,H5,image/H5.png,A8,Artistic Deformation,艺术性形变/融化时钟,permitted,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.",A surreal dream scene with soft melting clocks. The deformed clocks intentionally symbolize distorted time.,超现实梦境场景，包含柔软融化的时钟。变形时钟被有意用来象征扭曲的时间。,prompt_required,no,False,True,prompt_required,no,metadata_stable,True,,
H5_A,H5,image/H5.png,A8,Artistic Deformation,艺术性形变/融化时钟,ambiguous,soft melting clocks / deformed clocks,融化时钟/物体软化,"A surreal dream landscape with soft melting clocks draped over stones and branches, symbolic distortion of time, original composition, not imitating any existing artwork.",An artistic scene about time and memory with deformed clock-like objects in a dreamlike setting.,关于时间与记忆的艺术场景，梦境环境中有变形的类时钟物体。,ambiguous,uncertain,False,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
H6,H6,image/H6.png,A8,Artistic Deformation,艺术性形变/融化时钟,no_issue,none,无,"A realistic still-life photograph of solid metal clocks on a wooden table, all clocks intact, functional, and not deformed.",No-issue control for Artistic Deformation. The image should not contain the target anomaly.,艺术性形变/融化时钟的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
H7,H7,image/H7.png,A8,Artistic Deformation,艺术性形变/融化时钟,no_issue,none,无,"A realistic still-life photograph of solid metal clocks on a wooden table, all clocks intact, functional, and not deformed.",No-issue control for Artistic Deformation. The image should not contain the target anomaly.,艺术性形变/融化时钟的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
H8,H8,image/H8.png,A8,Artistic Deformation,艺术性形变/融化时钟,no_issue,none,无,"A realistic still-life photograph of solid metal clocks on a wooden table, all clocks intact, functional, and not deformed.",No-issue control for Artistic Deformation. The image should not contain the target anomaly.,艺术性形变/融化时钟的正常控制样本。图像中不应包含目标异常。,no_issue,no,True,True,,,excluded_uncertain,False,missing_adjudicator_final_permission,
